p1,p2,is_train
54,17219,True
54,19023,True
54,26662,True
55,147,True
55,1702,True
55,17260,True
55,28611,True
56,6764,True
56,28168,True
57,1444,True
57,4420,True
57,5907,True
57,7675,True
57,26967,True
58,1161,True
59,4187,True
59,4788,True
59,9126,True
59,20249,True
59,22569,True
59,22955,True
61,1091,True
61,17815,True
61,25576,True
63,5108,True
63,18255,True
65,1623,True
65,16312,True
65,16593,True
65,25056,True
66,14637,True
66,24968,True
67,18459,True
67,19943,True
67,20189,True
67,29140,True
68,8820,True
68,9061,True
68,27524,True
69,1243,True
69,10421,True
69,13774,True
69,14542,True
69,14756,True
69,22113,True
71,9716,True
71,11190,True
71,14428,True
72,771,True
72,8177,True
72,23876,True
72,28563,True
73,13967,True
73,16942,True
73,23235,True
74,6770,True
74,8649,True
74,12305,True
74,26518,True
74,26548,True
75,6202,True
76,4590,True
76,6627,True
76,8818,True
76,11378,True
76,17132,True
76,22883,True
77,3519,True
77,7479,True
77,7813,True
77,14115,True
77,20986,True
77,27165,True
78,1827,True
78,15641,True
79,4338,True
79,6390,True
79,7556,True
79,9937,True
79,18573,True
81,9843,True
81,12442,True
81,25557,True
82,8645,True
82,14812,True
85,4178,True
85,15277,True
85,26980,True
87,1231,True
87,7290,True
87,10556,True
87,15928,True
87,22804,True
87,25421,True
88,3062,True
89,8410,True
89,20194,True
89,24528,True
89,25661,True
91,2500,True
91,6340,True
91,19858,True
92,11118,True
92,16981,True
92,20898,True
92,21055,True
93,19194,True
93,24800,True
94,17431,True
95,2757,True
95,3459,True
95,22794,True
96,2097,True
96,14455,True
97,3294,True
97,8530,True
97,15903,True
97,28963,True
98,306,True
98,7883,True
98,9186,True
98,20437,True
99,346,True
99,19266,True
100,10931,True
100,16815,True
100,20724,True
100,24973,True
101,5800,True
101,11034,True
101,28485,True
102,4800,True
102,11545,True
102,17987,True
102,18826,True
103,1406,True
103,3759,True
103,4263,True
103,19558,True
103,22217,True
103,26137,True
103,28055,True
106,7464,True
106,7603,True
106,23257,True
106,25191,True
107,9996,True
107,12157,True
107,17646,True
107,27125,True
108,11983,True
109,7042,True
109,22662,True
113,5950,True
113,11919,True
113,19636,True
113,25900,True
114,15557,True
114,19630,True
114,28058,True
116,11827,True
116,15241,True
116,26499,True
117,1663,True
117,6481,True
118,7749,True
118,15954,True
120,890,True
120,4955,True
120,15114,True
120,16346,True
120,18637,True
121,16029,True
121,21008,True
121,24756,True
122,8947,True
122,16781,True
122,16856,True
122,20524,True
123,5504,True
123,5577,True
123,16889,True
123,20306,True
123,26577,True
124,16442,True
125,11358,True
128,14991,True
128,15613,True
128,20162,True
128,23588,True
129,2777,True
129,12806,True
129,18053,True
129,26762,True
132,3909,True
132,11131,True
132,11379,True
133,17648,True
133,19656,True
133,28813,True
134,3971,True
134,7616,True
134,15049,True
134,15546,True
136,8475,True
137,16208,True
138,6862,True
138,12445,True
138,20878,True
139,1232,True
139,3927,True
139,8293,True
139,10230,True
139,15835,True
139,18187,True
139,28109,True
139,29012,True
140,14729,True
141,13166,True
141,16000,True
141,17383,True
141,21264,True
141,21836,True
142,6276,True
142,9720,True
143,10887,True
143,15928,True
143,18241,True
143,21664,True
143,24028,True
144,1066,True
144,19141,True
145,25281,True
145,28143,True
145,28854,True
146,562,True
146,21508,True
147,12634,True
147,16960,True
147,28927,True
148,21123,True
148,28342,True
149,4851,True
149,13398,True
149,22525,True
149,29125,True
150,5196,True
150,5534,True
150,11617,True
150,15428,True
151,8195,True
151,10086,True
151,19807,True
152,4275,True
152,9912,True
153,818,True
153,2312,True
153,5649,True
153,20303,True
155,6802,True
155,19252,True
155,19909,True
156,14879,True
156,17858,True
156,25663,True
159,2711,True
159,8873,True
160,1895,True
160,5969,True
160,7509,True
160,17731,True
160,21195,True
161,1005,True
161,7300,True
161,11655,True
161,28946,True
163,1729,True
163,2969,True
163,13725,True
163,20035,True
163,22883,True
165,10458,True
165,15407,True
165,18097,True
165,20940,True
165,21658,True
165,23934,True
166,4932,True
166,20627,True
166,26892,True
167,16044,True
167,26177,True
168,3195,True
168,5948,True
168,6448,True
168,13173,True
168,26941,True
169,1309,True
169,2867,True
169,9140,True
169,10911,True
169,13717,True
169,16265,True
169,20757,True
169,25390,True
170,6151,True
170,11305,True
172,6601,True
172,10303,True
172,18431,True
172,24000,True
172,24468,True
173,8902,True
173,9470,True
173,13083,True
173,17310,True
173,28047,True
174,14940,True
175,10537,True
175,18037,True
175,26795,True
178,475,True
178,3262,True
178,6363,True
178,15625,True
178,24333,True
182,8775,True
182,27112,True
183,10182,True
183,11760,True
183,16241,True
184,5143,True
184,25061,True
185,6,True
185,2112,True
185,8697,True
185,12755,True
185,16643,True
185,20274,True
186,6309,True
187,12817,True
187,13668,True
187,14642,True
187,28223,True
188,16604,True
188,19216,True
188,19313,True
189,1175,True
189,3044,True
189,6008,True
189,11853,True
189,18559,True
189,21484,True
189,21543,True
190,11577,True
190,21707,True
191,4466,True
191,5065,True
191,6570,True
191,17717,True
192,5825,True
192,10506,True
192,13753,True
192,17520,True
192,24588,True
193,34,True
193,1233,True
193,13009,True
193,17423,True
193,26372,True
194,14677,True
194,24039,True
194,24818,True
195,771,True
195,3469,True
195,7132,True
195,23725,True
196,3145,True
196,14530,True
196,16528,True
196,25067,True
197,2174,True
197,3801,True
197,5029,True
197,12379,True
197,13770,True
197,16723,True
198,5131,True
198,7830,True
198,17279,True
198,20944,True
198,25850,True
199,10705,True
199,16254,True
199,20315,True
199,27697,True
201,6556,True
201,7885,True
201,14518,True
202,7559,True
202,7835,True
202,15690,True
202,17356,True
202,20625,True
202,25870,True
204,20919,True
205,2469,True
205,18017,True
205,19250,True
205,21269,True
206,1449,True
206,16820,True
206,21572,True
207,7304,True
207,9260,True
207,14920,True
207,19612,True
207,21005,True
207,24639,True
209,1278,True
209,7916,True
209,24839,True
209,25350,True
210,16888,True
210,18032,True
210,22845,True
210,29160,True
211,11356,True
213,1164,True
213,4626,True
213,13690,True
213,15039,True
213,19063,True
214,18479,True
214,25134,True
215,234,True
215,1126,True
215,4485,True
215,6011,True
215,9115,True
215,9156,True
215,12192,True
215,26355,True
216,13065,True
216,23046,True
218,1701,True
218,3032,True
218,4266,True
218,5706,True
219,6195,True
219,7166,True
219,27981,True
220,1638,True
220,4755,True
220,9786,True
220,16173,True
220,17715,True
220,25291,True
221,7870,True
221,12826,True
221,23018,True
221,25438,True
221,25523,True
223,20480,True
223,24436,True
223,25654,True
223,26727,True
224,1656,True
224,2319,True
224,18431,True
224,27982,True
225,2809,True
225,10085,True
225,20402,True
225,27410,True
226,2636,True
226,14799,True
226,15166,True
226,19251,True
227,2491,True
227,4462,True
227,4525,True
227,8503,True
227,16425,True
227,28751,True
228,5854,True
228,8624,True
229,1938,True
229,3865,True
229,7409,True
229,8230,True
229,11853,True
230,3282,True
230,7459,True
230,17188,True
230,18234,True
230,18404,True
230,24332,True
230,25033,True
232,728,True
232,11070,True
232,17559,True
232,17993,True
232,19694,True
232,26796,True
233,8118,True
234,12281,True
235,259,True
235,3806,True
235,11696,True
235,14386,True
239,4023,True
239,5613,True
239,9518,True
239,10842,True
239,12941,True
240,20408,True
240,23098,True
240,29037,True
241,2853,True
241,17690,True
241,26775,True
242,1000,True
242,2842,True
242,8708,True
245,8193,True
245,21337,True
247,7930,True
247,12446,True
247,25876,True
248,1365,True
248,10433,True
248,12340,True
248,25494,True
250,254,True
250,5856,True
252,11118,True
252,14814,True
252,22079,True
252,28145,True
253,3215,True
254,1650,True
254,10667,True
254,11655,True
254,16539,True
256,4964,True
256,5232,True
256,17855,True
256,24278,True
257,7618,True
257,9905,True
257,17213,True
257,18533,True
257,19650,True
257,23922,True
257,27769,True
258,2254,True
258,17684,True
259,9687,True
259,16364,True
260,7409,True
260,17128,True
262,328,True
264,7817,True
264,17729,True
264,27451,True
265,2966,True
265,5454,True
265,9747,True
265,18829,True
265,23338,True
266,2938,True
266,23750,True
266,24263,True
268,10410,True
268,10422,True
268,11778,True
268,15345,True
269,10292,True
269,11525,True
271,7391,True
271,15442,True
272,12872,True
272,25898,True
273,13124,True
273,19570,True
273,19687,True
273,24463,True
274,9468,True
274,14126,True
274,21327,True
274,23192,True
274,24289,True
275,13159,True
275,15718,True
275,19524,True
275,20118,True
275,23698,True
278,6124,True
278,11247,True
279,5324,True
279,11152,True
279,12791,True
279,20290,True
279,24675,True
279,27636,True
279,27778,True
281,6492,True
281,16331,True
282,19912,True
282,26860,True
283,11541,True
283,28874,True
284,1718,True
284,5141,True
284,10465,True
284,16520,True
284,27216,True
285,4641,True
285,12748,True
286,4884,True
286,6834,True
286,18716,True
286,25309,True
286,28970,True
287,2841,True
287,4143,True
287,27005,True
288,7981,True
288,8357,True
288,10110,True
289,9147,True
289,23900,True
289,27553,True
293,94,True
293,8096,True
293,16869,True
293,19487,True
293,21500,True
293,27452,True
293,29045,True
296,14456,True
296,27221,True
296,27700,True
297,5212,True
297,7152,True
297,18161,True
297,24006,True
297,25829,True
298,4426,True
298,6641,True
298,8426,True
298,16965,True
298,18345,True
298,20839,True
300,2789,True
300,9437,True
300,15189,True
300,15315,True
300,15709,True
300,22965,True
300,24544,True
301,6556,True
301,12676,True
301,12734,True
301,14096,True
301,15172,True
301,25399,True
302,20055,True
302,22658,True
302,23951,True
303,1625,True
303,18071,True
306,2151,True
306,5282,True
307,5613,True
307,8884,True
307,16108,True
307,19444,True
307,26469,True
308,4476,True
308,28930,True
311,9013,True
311,15523,True
311,27850,True
313,6299,True
313,19158,True
313,22318,True
313,28090,True
314,12176,True
314,13300,True
314,16617,True
314,26426,True
317,7296,True
317,24853,True
318,7213,True
318,9330,True
318,14873,True
318,21408,True
319,3690,True
319,12525,True
319,16142,True
319,27645,True
322,17331,True
323,16638,True
323,18125,True
323,25708,True
324,12785,True
324,14250,True
324,21452,True
324,25478,True
326,17933,True
326,18522,True
326,20010,True
326,22763,True
326,24486,True
327,12001,True
327,27527,True
328,16657,True
328,17235,True
329,31,True
329,1240,True
329,15992,True
329,21512,True
330,151,True
330,1023,True
330,5108,True
330,15057,True
330,16312,True
331,1158,True
331,2892,True
331,10506,True
331,11553,True
331,23736,True
331,27068,True
332,2287,True
334,8007,True
334,8746,True
334,10528,True
334,24659,True
334,27086,True
336,1366,True
336,11032,True
336,13251,True
336,22026,True
336,23155,True
336,28273,True
337,6123,True
337,20170,True
338,5387,True
338,24959,True
339,5837,True
340,5996,True
340,12426,True
340,12651,True
340,15381,True
340,19790,True
341,13658,True
341,19591,True
341,27553,True
342,1236,True
342,7729,True
342,11022,True
342,17245,True
342,21707,True
342,28093,True
343,1921,True
343,3507,True
343,17793,True
343,18702,True
343,20857,True
343,22670,True
343,22958,True
343,25848,True
344,1955,True
344,20931,True
346,2797,True
347,5264,True
347,24068,True
347,24740,True
348,1966,True
348,2434,True
348,7840,True
348,9474,True
348,16538,True
348,16898,True
348,23984,True
349,11082,True
349,13155,True
349,14837,True
349,15362,True
349,22712,True
349,25132,True
349,25499,True
350,1742,True
350,7873,True
350,26509,True
351,24960,True
352,7066,True
352,17199,True
352,29066,True
353,15983,True
353,29218,True
354,17046,True
354,18699,True
354,28897,True
355,2483,True
355,8765,True
355,17376,True
356,2749,True
356,11519,True
356,23296,True
357,20588,True
357,27573,True
357,27838,True
358,435,True
358,10449,True
358,17920,True
358,22331,True
358,23265,True
358,24047,True
359,24194,True
360,5783,True
360,13703,True
362,2750,True
362,10474,True
362,18694,True
362,26625,True
362,28201,True
364,3126,True
364,7315,True
364,11165,True
365,4963,True
365,13466,True
365,18698,True
365,24195,True
365,24627,True
366,2555,True
366,16627,True
366,29169,True
367,1969,True
367,14571,True
367,14894,True
367,17168,True
367,24233,True
368,8495,True
368,13160,True
368,16948,True
369,8721,True
369,29104,True
371,1679,True
371,3384,True
371,22359,True
372,9997,True
372,11908,True
372,16005,True
373,18060,True
373,23878,True
374,11571,True
374,15161,True
374,19906,True
375,8346,True
375,27482,True
377,1196,True
377,2674,True
377,3250,True
377,7494,True
377,24760,True
377,27126,True
378,1594,True
378,2034,True
378,2802,True
378,14842,True
378,15394,True
379,934,True
379,7961,True
379,10431,True
379,15168,True
379,17519,True
379,28234,True
380,1496,True
380,6046,True
380,27024,True
380,27465,True
382,2312,True
382,4351,True
382,10922,True
382,11706,True
386,1045,True
386,6872,True
386,12268,True
386,14515,True
386,26952,True
386,28414,True
387,10583,True
387,10916,True
387,16539,True
387,19183,True
387,19553,True
388,11497,True
389,1753,True
389,5800,True
389,17152,True
389,28279,True
390,2892,True
390,6581,True
390,9055,True
390,13024,True
390,14505,True
390,22987,True
390,27624,True
391,11966,True
391,22037,True
392,4176,True
392,4340,True
392,6393,True
392,16357,True
393,2027,True
393,15612,True
393,24137,True
394,21685,True
394,28640,True
395,5141,True
395,8511,True
396,10615,True
396,11970,True
396,12736,True
396,26715,True
397,16968,True
397,20318,True
398,19496,True
398,23271,True
399,3624,True
399,9276,True
399,12637,True
399,14889,True
399,22527,True
400,553,True
400,6901,True
402,2780,True
402,24384,True
402,26654,True
402,28158,True
405,12799,True
405,14180,True
405,22734,True
405,25214,True
406,11455,True
407,18451,True
408,6782,True
408,8542,True
408,15124,True
408,15156,True
408,27622,True
409,12043,True
409,16209,True
410,13444,True
410,18191,True
410,23059,True
411,3005,True
411,4812,True
411,6601,True
411,16808,True
412,15936,True
412,28467,True
414,7722,True
414,22982,True
414,23577,True
415,11285,True
415,28418,True
416,3692,True
416,25806,True
416,25985,True
417,8666,True
417,14512,True
417,28089,True
418,8401,True
418,28305,True
419,441,True
419,2057,True
419,2741,True
419,11884,True
419,17273,True
419,22767,True
422,2756,True
422,10520,True
422,25636,True
423,5718,True
424,6083,True
424,15666,True
424,24690,True
424,28463,True
425,1510,True
425,6761,True
425,13722,True
425,14722,True
425,27979,True
426,3123,True
426,9133,True
426,10746,True
427,14510,True
428,3843,True
428,7868,True
428,13840,True
428,17608,True
428,19035,True
428,23036,True
428,25626,True
430,839,True
430,1309,True
431,1251,True
431,12817,True
431,25446,True
432,6144,True
432,25719,True
435,5367,True
435,10806,True
435,14622,True
435,16076,True
436,2278,True
436,25893,True
436,28315,True
437,1714,True
437,2324,True
437,6613,True
437,16311,True
438,13383,True
438,28397,True
438,28908,True
439,3684,True
439,9618,True
439,20926,True
441,11184,True
442,3005,True
443,8744,True
443,9031,True
443,17785,True
443,22987,True
443,25001,True
445,5828,True
446,643,True
446,3063,True
446,11093,True
446,11938,True
446,14981,True
446,26967,True
446,27892,True
447,27506,True
449,9286,True
449,10080,True
449,12226,True
449,16555,True
449,17535,True
449,24382,True
449,27842,True
450,11723,True
451,740,True
451,6897,True
451,8245,True
451,10151,True
451,27911,True
453,18119,True
453,19583,True
454,8259,True
454,9527,True
454,11282,True
455,557,True
455,4074,True
455,4740,True
455,6073,True
455,9293,True
455,9404,True
455,14390,True
455,22359,True
455,24433,True
456,1796,True
456,2479,True
456,6863,True
456,9119,True
456,18559,True
456,27581,True
457,3521,True
457,6794,True
459,4277,True
459,7554,True
459,10476,True
459,23294,True
460,8551,True
460,11379,True
460,13642,True
460,27115,True
460,28337,True
461,2488,True
461,11064,True
461,12350,True
461,14043,True
461,23496,True
462,13262,True
462,13715,True
462,18955,True
462,24925,True
462,28434,True
463,20706,True
464,1443,True
464,5785,True
464,13824,True
464,15657,True
464,19732,True
464,23146,True
464,27565,True
465,541,True
465,7618,True
465,24391,True
465,24485,True
465,25045,True
465,25633,True
466,11984,True
466,17062,True
466,23469,True
466,26184,True
466,26528,True
466,27744,True
467,2354,True
467,14955,True
467,17212,True
467,27176,True
469,18776,True
469,20517,True
469,23055,True
471,5610,True
471,8135,True
472,9599,True
472,10221,True
472,15445,True
473,2729,True
473,14451,True
473,27370,True
474,15846,True
475,6279,True
477,1740,True
477,3162,True
477,4105,True
478,23345,True
478,25206,True
479,2053,True
479,11802,True
479,16847,True
479,18441,True
479,26485,True
479,27519,True
481,10053,True
481,16996,True
481,18859,True
482,4674,True
482,13086,True
484,26344,True
484,27506,True
485,5398,True
485,5793,True
485,9768,True
485,19228,True
486,460,True
486,4517,True
486,10788,True
486,20269,True
487,2942,True
487,6089,True
487,8060,True
487,8515,True
487,9773,True
487,17079,True
490,4538,True
490,14645,True
491,4713,True
491,11187,True
491,15126,True
491,16152,True
492,4810,True
492,11157,True
492,15501,True
492,18184,True
492,23849,True
492,26400,True
493,15886,True
493,21197,True
493,24113,True
494,5963,True
494,18767,True
494,21194,True
494,23359,True
495,2267,True
495,23955,True
496,1518,True
496,3166,True
496,6464,True
496,8044,True
496,16541,True
496,21331,True
496,22243,True
496,25744,True
496,26647,True
497,12644,True
497,20733,True
498,2917,True
498,15125,True
498,20226,True
499,1683,True
499,27399,True
500,4067,True
500,4145,True
501,2609,True
501,9667,True
501,12329,True
501,16452,True
501,17793,True
501,25416,True
501,26395,True
502,13939,True
503,1981,True
503,22016,True
504,5,True
504,4056,True
504,13532,True
504,15630,True
504,17478,True
504,20460,True
504,24181,True
505,355,True
505,3204,True
505,4023,True
505,15212,True
505,22996,True
505,23893,True
506,4355,True
506,5157,True
506,10206,True
506,18412,True
506,26249,True
506,28019,True
507,9044,True
507,23451,True
508,9027,True
508,14538,True
508,17190,True
508,20822,True
511,13272,True
511,19824,True
512,1207,True
512,7063,True
512,21264,True
512,24206,True
513,4429,True
513,6166,True
513,9700,True
513,21249,True
514,1440,True
514,7397,True
514,11505,True
514,25414,True
515,9247,True
515,15702,True
515,17088,True
515,26873,True
515,28736,True
516,4400,True
516,8782,True
516,8896,True
516,13214,True
516,27626,True
518,2196,True
519,4017,True
519,5413,True
519,18037,True
519,25345,True
520,4423,True
520,14511,True
520,14906,True
520,17707,True
520,26054,True
521,14666,True
521,16036,True
521,17248,True
521,29094,True
522,7490,True
522,15262,True
522,15986,True
522,17137,True
522,25479,True
523,9980,True
523,11620,True
523,18416,True
523,23257,True
523,27188,True
524,7651,True
524,12305,True
524,22598,True
524,27786,True
525,2151,True
525,3687,True
525,6187,True
525,7362,True
525,11452,True
525,18386,True
525,23141,True
525,27785,True
526,6288,True
526,7199,True
526,14706,True
527,14379,True
527,15933,True
527,22620,True
527,26505,True
529,3666,True
529,10197,True
529,10812,True
529,14121,True
529,15777,True
529,18795,True
529,19051,True
529,19494,True
529,20270,True
529,25433,True
531,194,True
531,8294,True
531,15164,True
531,16920,True
531,17992,True
532,16262,True
532,26256,True
533,5121,True
533,7494,True
534,13062,True
535,2134,True
535,19863,True
535,24822,True
536,12975,True
536,24330,True
536,28847,True
537,3222,True
537,5613,True
537,15130,True
537,20736,True
537,21392,True
537,24705,True
537,25966,True
537,27797,True
538,2405,True
538,5672,True
538,7076,True
538,15271,True
538,20999,True
539,3629,True
539,6974,True
539,18473,True
539,21063,True
540,2810,True
540,25105,True
540,25695,True
540,26776,True
541,3918,True
541,5604,True
541,7351,True
541,25889,True
541,26071,True
542,3943,True
543,12976,True
543,19171,True
543,23466,True
543,25608,True
546,10466,True
546,17952,True
546,17961,True
548,13978,True
548,19443,True
550,26233,True
551,1747,True
551,7529,True
551,19395,True
551,22218,True
552,6223,True
552,14370,True
552,18050,True
553,2107,True
553,15533,True
553,16515,True
553,26365,True
553,26560,True
553,27833,True
553,28233,True
554,1372,True
554,3740,True
554,8173,True
554,16212,True
555,20603,True
556,1599,True
556,11821,True
557,14120,True
558,6686,True
558,16923,True
558,23328,True
558,29214,True
559,11306,True
560,6802,True
560,15862,True
562,27744,True
564,19090,True
564,19143,True
565,8973,True
567,3446,True
567,5141,True
567,8420,True
567,19656,True
568,1131,True
568,26479,True
571,13245,True
571,19746,True
571,25313,True
572,2293,True
572,10133,True
572,10567,True
572,13240,True
572,13637,True
572,14357,True
572,22953,True
573,11352,True
573,18126,True
573,22184,True
573,23331,True
573,24069,True
574,10318,True
574,19524,True
575,10235,True
575,22355,True
575,26373,True
576,4188,True
576,7301,True
576,16100,True
577,5434,True
577,14416,True
577,14930,True
577,17311,True
578,586,True
578,923,True
578,1264,True
578,3892,True
578,3998,True
578,22639,True
578,23671,True
578,28536,True
579,3538,True
579,7995,True
579,18022,True
579,22967,True
581,1584,True
581,3390,True
581,14047,True
581,17200,True
581,20197,True
581,27562,True
582,4528,True
582,10446,True
582,20945,True
582,22588,True
582,22952,True
582,23811,True
582,24586,True
582,26751,True
582,27206,True
583,1870,True
583,6683,True
583,13541,True
583,18133,True
583,27239,True
584,1361,True
584,7166,True
584,8962,True
584,9466,True
584,11827,True
585,19222,True
585,25268,True
586,2459,True
586,7908,True
586,17993,True
586,18524,True
589,5734,True
589,15377,True
589,16358,True
589,22250,True
589,25660,True
589,28683,True
589,28851,True
592,3275,True
592,28661,True
593,10370,True
595,2518,True
595,14861,True
595,15189,True
597,9978,True
597,10380,True
597,12067,True
598,10936,True
598,12401,True
598,21127,True
599,6493,True
599,11772,True
599,20390,True
599,23877,True
599,27131,True
599,28300,True
600,10839,True
600,18829,True
600,20164,True
600,28388,True
601,16074,True
601,16815,True
601,17384,True
601,17962,True
601,23183,True
605,17170,True
606,2766,True
606,3481,True
606,13534,True
606,23288,True
606,23289,True
607,1090,True
607,2496,True
608,6698,True
609,2431,True
609,21737,True
609,24017,True
609,27929,True
610,3539,True
610,17213,True
610,23625,True
611,1153,True
611,2292,True
611,10307,True
611,14795,True
611,21878,True
611,27279,True
612,6816,True
612,14967,True
612,17415,True
613,25,True
613,6543,True
613,19973,True
613,21293,True
617,1383,True
617,5430,True
617,10156,True
617,28495,True
618,1740,True
618,7555,True
618,10030,True
618,11988,True
618,12148,True
618,19645,True
621,4822,True
622,10620,True
622,15437,True
622,20961,True
624,5746,True
624,13151,True
625,7465,True
625,12302,True
625,19077,True
626,9330,True
627,1199,True
627,20613,True
629,3017,True
629,7979,True
631,2764,True
631,3124,True
631,13882,True
631,25793,True
632,15977,True
632,21851,True
633,6111,True
633,12509,True
633,16859,True
633,19446,True
634,2266,True
634,10098,True
634,11655,True
634,13613,True
634,16139,True
634,19938,True
635,3764,True
635,4795,True
635,5581,True
636,2007,True
636,3301,True
636,3669,True
636,7053,True
636,7507,True
636,21155,True
636,27008,True
637,12860,True
637,20002,True
637,21214,True
637,22927,True
637,23380,True
639,17935,True
639,21789,True
640,1699,True
640,1972,True
640,5962,True
640,15283,True
640,25357,True
641,1175,True
641,7015,True
641,10884,True
641,22797,True
642,1650,True
642,3356,True
642,5398,True
642,5496,True
642,8995,True
642,22483,True
643,946,True
643,6672,True
643,8568,True
643,9195,True
643,12817,True
643,26109,True
643,26345,True
644,4170,True
644,20968,True
644,21096,True
645,15931,True
645,27066,True
646,1359,True
646,13824,True
646,22510,True
646,24162,True
646,27637,True
647,2800,True
647,23742,True
648,12799,True
649,11517,True
650,4827,True
650,10866,True
650,14606,True
650,17140,True
650,17486,True
650,29205,True
651,854,True
651,20081,True
651,20712,True
651,21591,True
651,23391,True
651,26288,True
651,26491,True
651,28676,True
653,804,True
653,11014,True
653,16906,True
653,18696,True
653,28001,True
654,6181,True
654,11550,True
654,15458,True
654,24672,True
655,2057,True
655,11005,True
655,23829,True
655,26262,True
657,4585,True
657,5714,True
657,18152,True
657,19610,True
658,2243,True
658,7894,True
658,24982,True
658,25595,True
659,7795,True
659,19278,True
659,20237,True
659,24964,True
659,26386,True
660,1068,True
660,1274,True
660,5517,True
660,6988,True
660,9317,True
660,13541,True
661,16776,True
661,21337,True
661,27908,True
661,28342,True
662,2597,True
662,7085,True
662,18117,True
662,19280,True
662,26479,True
662,26973,True
663,2831,True
663,7620,True
663,15652,True
663,26011,True
664,1342,True
664,1928,True
664,10796,True
664,11453,True
666,3118,True
666,7988,True
666,8263,True
666,12116,True
666,15763,True
666,22288,True
667,15452,True
667,28084,True
668,976,True
668,6153,True
668,27316,True
668,27385,True
669,287,True
669,16495,True
669,27172,True
670,3130,True
670,4564,True
670,10530,True
670,14757,True
672,10104,True
672,14136,True
672,24745,True
674,21862,True
674,26444,True
675,2038,True
675,4119,True
675,4438,True
675,5967,True
675,26154,True
675,26485,True
676,4842,True
676,11096,True
677,17752,True
677,26020,True
677,28183,True
678,6250,True
678,7329,True
678,13510,True
678,15721,True
678,17242,True
678,21297,True
679,6826,True
679,20338,True
681,4755,True
681,5909,True
681,19335,True
681,28429,True
683,1100,True
683,10809,True
683,16049,True
684,97,True
684,11763,True
684,21015,True
684,21965,True
684,22909,True
684,27270,True
686,1322,True
686,6559,True
686,14120,True
686,16199,True
686,20303,True
687,5329,True
687,6679,True
687,28270,True
688,11636,True
688,20571,True
688,28902,True
688,29021,True
689,27675,True
690,5841,True
690,13182,True
690,18032,True
690,25174,True
690,26351,True
691,10848,True
691,13870,True
691,21202,True
691,22653,True
691,25284,True
692,5334,True
692,16446,True
692,19445,True
692,25174,True
693,11366,True
693,25735,True
694,12401,True
694,18711,True
694,27765,True
695,3370,True
695,4412,True
695,5426,True
695,13052,True
695,14739,True
695,27795,True
698,2706,True
698,6153,True
698,15381,True
698,26567,True
700,2686,True
700,5854,True
700,11183,True
700,21453,True
700,21455,True
700,21665,True
701,27015,True
702,551,True
702,13159,True
702,28848,True
703,1925,True
703,9183,True
703,11606,True
703,18774,True
703,19718,True
703,22002,True
704,12253,True
704,19923,True
705,8207,True
705,17600,True
705,26993,True
706,1538,True
706,3354,True
706,5343,True
707,885,True
707,2162,True
707,17706,True
707,28413,True
709,268,True
709,19793,True
709,21609,True
710,16916,True
710,20536,True
710,23541,True
710,28048,True
710,28232,True
711,26045,True
711,26567,True
712,22345,True
714,9088,True
714,13080,True
714,13980,True
714,16909,True
715,27977,True
716,13055,True
716,19382,True
716,23079,True
717,5336,True
717,5782,True
717,5888,True
717,23975,True
717,24097,True
718,12095,True
718,27720,True
719,15139,True
719,18490,True
720,0,True
