p1,p2,is_train
139,13685,True
139,14155,True
139,29985,True
141,26962,True
141,38727,True
142,7519,True
142,30422,True
143,24558,True
143,26232,True
143,38093,True
144,21184,True
144,35411,True
145,957,True
145,21179,True
148,12878,True
149,19207,True
151,1366,True
151,36320,True
152,6315,True
152,13717,True
153,25109,True
153,31016,True
153,31262,True
153,36915,True
153,42950,True
154,18113,True
154,26769,True
154,38188,True
155,5686,True
155,15352,True
155,36352,True
155,40468,True
156,11701,True
156,12575,True
156,23837,True
156,24567,True
157,31204,True
157,32189,True
157,40651,True
159,12540,True
159,13008,True
160,3636,True
160,36102,True
163,6826,True
163,12776,True
163,31400,True
164,1701,True
164,12792,True
164,20495,True
164,42665,True
165,24668,True
165,27589,True
166,6749,True
166,15086,True
166,17624,True
166,22378,True
166,24298,True
166,32890,True
167,11110,True
167,23730,True
168,11511,True
168,18614,True
169,22649,True
169,24553,True
170,13383,True
171,33294,True
173,13031,True
173,15332,True
173,22870,True
175,33395,True
175,38391,True
175,39902,True
176,12067,True
176,42677,True
177,40708,True
177,42042,True
178,6546,True
178,20970,True
178,35385,True
179,18799,True
179,29356,True
182,15739,True
182,21463,True
182,31974,True
182,42007,True
183,25261,True
185,484,True
186,8432,True
187,23321,True
188,22817,True
188,30484,True
189,19191,True
189,35662,True
189,42309,True
190,1322,True
190,3532,True
190,8588,True
190,20171,True
191,30230,True
191,33315,True
193,24096,True
193,32043,True
193,35097,True
195,9903,True
195,42411,True
198,9001,True
198,35317,True
203,11569,True
203,29286,True
203,41587,True
204,10035,True
204,12414,True
204,17092,True
204,17767,True
204,18559,True
204,23126,True
204,36037,True
204,43453,True
210,37070,True
211,12530,True
212,31051,True
212,35813,True
213,23860,True
214,40007,True
215,5865,True
215,22509,True
215,25398,True
217,28053,True
217,32599,True
218,23916,True
220,13371,True
222,8270,True
222,23059,True
222,30463,True
222,43602,True
223,512,True
223,18669,True
225,1014,True
225,5458,True
225,22955,True
225,43187,True
226,9829,True
226,11593,True
226,13262,True
226,14579,True
226,23361,True
226,37812,True
227,15510,True
227,24786,True
227,39317,True
228,11731,True
228,14472,True
229,13768,True
230,409,True
230,42943,True
231,22996,True
231,24889,True
231,30279,True
231,30428,True
232,4991,True
232,34494,True
232,41273,True
235,18432,True
237,7185,True
237,24328,True
237,24581,True
237,27928,True
237,32632,True
237,33362,True
237,36029,True
238,6379,True
239,19277,True
239,22826,True
239,23492,True
240,2983,True
240,7395,True
240,36183,True
240,38926,True
242,41842,True
243,6509,True
243,27568,True
245,13843,True
245,42516,True
246,13445,True
246,14729,True
246,17255,True
247,2866,True
247,3665,True
247,12511,True
247,26809,True
247,34390,True
248,12150,True
249,8687,True
249,12944,True
249,25780,True
249,38989,True
249,39872,True
250,4321,True
250,10735,True
250,26899,True
251,5498,True
251,17507,True
251,30995,True
252,29,True
252,40533,True
253,3201,True
254,1205,True
254,17263,True
254,23632,True
254,27706,True
256,25011,True
256,43000,True
258,10429,True
258,21676,True
258,27838,True
260,28854,True
260,36272,True
260,40351,True
262,22370,True
262,25468,True
262,40458,True
263,2628,True
263,6772,True
264,15173,True
266,5692,True
266,18736,True
266,42710,True
267,3665,True
268,9346,True
269,20793,True
270,3527,True
270,20826,True
271,15849,True
271,42913,True
273,4499,True
273,9282,True
273,10276,True
273,19470,True
274,17195,True
274,18724,True
274,34259,True
275,5349,True
277,19974,True
277,32301,True
277,34954,True
277,37270,True
277,40312,True
277,41761,True
278,5377,True
278,10949,True
278,33455,True
279,4929,True
279,26666,True
280,7275,True
280,34845,True
281,42293,True
284,12930,True
284,22388,True
286,2928,True
286,8779,True
286,14632,True
286,20653,True
286,39997,True
288,15930,True
288,26783,True
290,23133,True
290,40508,True
291,2922,True
291,14820,True
291,32194,True
291,35506,True
292,3511,True
292,13571,True
292,31044,True
292,34000,True
292,39233,True
294,21656,True
294,31169,True
294,38194,True
295,16610,True
295,24025,True
295,28514,True
297,8047,True
297,14580,True
297,19254,True
297,30003,True
297,36729,True
298,24347,True
301,5655,True
301,37091,True
301,40892,True
301,41918,True
301,43352,True
305,9377,True
305,12640,True
305,14946,True
305,16778,True
305,18273,True
305,33884,True
307,3217,True
307,7986,True
308,8179,True
308,16462,True
309,3747,True
309,39566,True
310,29800,True
311,21473,True
311,35055,True
312,18940,True
313,8122,True
313,15917,True
313,25812,True
313,35573,True
315,5718,True
315,6881,True
315,20786,True
315,27313,True
317,4320,True
317,13396,True
317,28048,True
319,28946,True
320,37211,True
321,5790,True
321,15453,True
321,20350,True
321,29995,True
321,30155,True
321,33694,True
322,35206,True
323,5167,True
323,8505,True
325,21718,True
326,17538,True
326,30284,True
326,33640,True
327,4136,True
329,37953,True
329,41931,True
330,4054,True
330,6621,True
330,9652,True
335,7475,True
335,19255,True
335,34562,True
337,32042,True
337,40083,True
338,6065,True
338,19917,True
338,37771,True
341,18741,True
341,21774,True
341,29002,True
342,35151,True
342,43379,True
343,16789,True
345,23869,True
345,39043,True
345,40425,True
346,34838,True
347,4309,True
347,16837,True
347,16944,True
347,17764,True
348,6025,True
348,17621,True
348,19244,True
348,24667,True
348,26879,True
348,34530,True
349,22234,True
350,14515,True
350,22277,True
350,38640,True
351,25697,True
351,35442,True
352,13271,True
352,36204,True
353,765,True
353,9738,True
353,10128,True
353,24298,True
353,39384,True
353,42281,True
354,351,True
355,2872,True
355,12841,True
355,26434,True
355,37095,True
357,8305,True
357,14846,True
357,31793,True
360,25623,True
360,26895,True
360,32317,True
361,33159,True
362,33863,True
362,37679,True
364,10113,True
364,23765,True
365,9940,True
365,41348,True
366,2857,True
366,13111,True
367,6598,True
367,21184,True
367,33719,True
368,13483,True
368,29442,True
368,35284,True
369,14531,True
369,19429,True
371,2782,True
371,6941,True
371,7671,True
372,3829,True
372,8051,True
372,11065,True
372,41858,True
373,17890,True
376,681,True
376,6566,True
376,9017,True
377,8890,True
377,11363,True
378,8132,True
378,29915,True
378,31183,True
378,37119,True
380,13070,True
380,16970,True
380,38407,True
381,30963,True
381,42398,True
384,1437,True
384,3035,True
384,33962,True
384,34755,True
386,3777,True
386,36394,True
387,21602,True
387,22973,True
388,14645,True
388,30450,True
388,36242,True
388,39494,True
388,43219,True
389,4133,True
389,20507,True
389,37448,True
390,17455,True
391,12097,True
391,16877,True
391,26253,True
394,9062,True
394,32689,True
394,40102,True
394,43460,True
395,33494,True
396,12761,True
396,27053,True
396,34630,True
396,39384,True
396,39930,True
397,4406,True
397,8371,True
397,30327,True
397,37857,True
398,8456,True
398,12482,True
398,14039,True
398,33097,True
398,36788,True
399,8568,True
399,16093,True
399,37826,True
401,18494,True
401,32264,True
402,591,True
402,31511,True
403,23993,True
403,39073,True
404,30541,True
404,33466,True
405,8422,True
406,2343,True
406,19470,True
406,29590,True
407,12514,True
408,4124,True
408,5597,True
409,18013,True
410,6865,True
411,18541,True
411,24446,True
412,4067,True
412,35860,True
412,39820,True
412,42601,True
413,651,True
417,21161,True
418,8009,True
418,34901,True
418,36864,True
419,4948,True
419,5037,True
419,18391,True
419,30440,True
419,36054,True
419,41441,True
420,23007,True
420,31676,True
422,30201,True
424,5237,True
424,36178,True
424,38825,True
425,34962,True
426,23747,True
428,4965,True
428,5208,True
428,24052,True
428,37246,True
429,32294,True
430,1098,True
430,10207,True
430,24757,True
430,33538,True
430,36916,True
433,1253,True
433,23132,True
435,3663,True
435,8463,True
435,21474,True
435,34909,True
438,25830,True
438,36048,True
438,42537,True
440,9764,True
440,10025,True
440,14165,True
441,9220,True
441,14928,True
443,9697,True
444,14357,True
444,14544,True
444,43342,True
445,6631,True
445,38347,True
445,39874,True
449,1952,True
449,22405,True
449,29696,True
449,40724,True
450,129,True
450,12706,True
450,21172,True
450,35812,True
451,3399,True
454,35593,True
454,40355,True
454,40745,True
455,943,True
457,5110,True
458,1027,True
458,3155,True
458,8225,True
458,19330,True
458,30749,True
458,40871,True
459,6273,True
460,5294,True
460,20131,True
460,32010,True
461,26092,True
463,11099,True
463,32693,True
464,8273,True
464,12412,True
464,22119,True
465,8364,True
465,22310,True
466,5981,True
466,8959,True
466,29018,True
466,39618,True
467,35758,True
469,5358,True
469,7248,True
471,1620,True
471,26390,True
471,34765,True
473,799,True
474,6236,True
475,17625,True
475,33016,True
475,38379,True
476,21753,True
476,22575,True
476,28107,True
476,33975,True
478,15617,True
479,15718,True
479,21732,True
479,33179,True
481,1602,True
481,5537,True
481,43328,True
483,3456,True
483,33392,True
483,36178,True
484,7170,True
484,7860,True
484,12340,True
484,15816,True
484,20376,True
484,30817,True
484,40946,True
485,7098,True
485,28991,True
487,2332,True
487,29640,True
488,16772,True
488,20256,True
488,35285,True
489,10912,True
489,20472,True
489,29205,True
491,12916,True
492,8001,True
492,8928,True
492,12424,True
492,13762,True
492,20684,True
492,39666,True
493,40955,True
494,5998,True
494,10766,True
494,31783,True
494,33626,True
495,12940,True
498,10655,True
498,12614,True
498,21350,True
498,28797,True
498,36049,True
499,4478,True
499,12509,True
499,13446,True
499,20056,True
499,25718,True
500,20797,True
502,2486,True
502,21331,True
502,40107,True
504,11086,True
504,22205,True
505,25313,True
505,39986,True
505,42070,True
506,25429,True
506,36588,True
508,26790,True
508,43456,True
509,38100,True
510,5313,True
510,23090,True
510,36990,True
511,6759,True
511,30237,True
512,40079,True
513,16217,True
513,20972,True
513,35408,True
513,36065,True
518,21322,True
518,21573,True
519,8449,True
520,17642,True
520,22246,True
520,32885,True
520,42478,True
520,43306,True
522,35573,True
523,11836,True
524,32796,True
525,25083,True
527,17292,True
528,16543,True
528,22763,True
528,31065,True
530,35776,True
530,43622,True
531,22715,True
531,27087,True
531,27781,True
531,35331,True
531,41686,True
533,10531,True
533,14274,True
533,30140,True
533,42683,True
534,7741,True
534,30729,True
537,5184,True
537,35501,True
538,20884,True
538,39168,True
541,1520,True
541,17872,True
541,22748,True
541,24411,True
542,17364,True
542,40019,True
543,8871,True
543,36181,True
544,38484,True
545,16465,True
545,24169,True
545,32869,True
545,35343,True
548,26598,True
548,37796,True
549,4710,True
549,4883,True
549,39834,True
549,40969,True
551,33016,True
551,43328,True
553,35254,True
553,37626,True
555,17510,True
556,37723,True
558,2777,True
558,6218,True
558,21178,True
559,40002,True
560,16123,True
561,5578,True
561,29611,True
561,42180,True
562,17719,True
562,18009,True
563,2547,True
563,5460,True
563,18992,True
563,40340,True
563,41970,True
566,26595,True
566,35375,True
567,43133,True
568,3496,True
568,16238,True
569,4724,True
569,6512,True
570,11848,True
570,20140,True
570,24083,True
571,18145,True
572,19871,True
572,25346,True
573,39107,True
574,21882,True
576,5759,True
576,32801,True
577,4571,True
577,19606,True
577,25720,True
577,33307,True
577,37931,True
578,3420,True
578,30009,True
579,12791,True
579,21272,True
580,2171,True
580,32925,True
581,12462,True
581,12858,True
581,14051,True
581,19695,True
583,12966,True
584,2190,True
585,24632,True
585,30734,True
585,34020,True
586,15002,True
590,8611,True
590,10958,True
590,31037,True
591,8257,True
591,10534,True
591,23796,True
592,1720,True
592,2123,True
592,13805,True
593,6624,True
593,16978,True
593,18024,True
594,26765,True
594,30220,True
594,41323,True
595,845,True
595,12710,True
595,13040,True
595,40145,True
596,9295,True
596,27811,True
597,11111,True
597,32509,True
598,12321,True
598,26148,True
598,28381,True
598,30391,True
600,3827,True
600,5230,True
603,9675,True
603,30506,True
603,31918,True
603,39840,True
604,32387,True
604,37215,True
605,39439,True
605,39633,True
606,32997,True
608,20877,True
609,1004,True
609,16332,True
609,26479,True
609,30760,True
609,33065,True
609,42444,True
610,27458,True
611,25751,True
612,37772,True
614,3676,True
614,19939,True
614,39185,True
615,14774,True
615,40918,True
617,33250,True
617,34038,True
618,2955,True
618,19243,True
618,20743,True
619,9290,True
619,13806,True
620,3076,True
620,9478,True
620,14907,True
620,24046,True
622,18285,True
622,30560,True
622,33846,True
623,22901,True
623,38536,True
625,14862,True
625,15064,True
625,16131,True
625,16177,True
625,29219,True
626,23338,True
626,24558,True
626,36254,True
626,39565,True
627,16887,True
627,19031,True
627,31441,True
628,20004,True
628,34105,True
628,34358,True
628,40193,True
629,1961,True
629,12577,True
629,19769,True
629,32340,True
629,35711,True
633,18320,True
633,22310,True
633,36365,True
634,69,True
634,24415,True
637,16677,True
639,9429,True
639,11272,True
639,15551,True
639,31147,True
639,36988,True
641,12666,True
641,14653,True
641,41020,True
642,11971,True
642,14293,True
642,26662,True
644,917,True
644,1139,True
644,42545,True
645,1782,True
645,42493,True
646,6633,True
646,35337,True
647,14993,True
647,42619,True
648,30951,True
648,32142,True
649,6041,True
649,10700,True
649,14373,True
649,31570,True
650,31122,True
650,36436,True
651,614,True
651,1584,True
653,35484,True
653,43383,True
655,8783,True
655,11277,True
655,41890,True
656,2985,True
656,8324,True
656,26053,True
656,38866,True
656,41542,True
657,361,True
657,5134,True
657,10571,True
657,10792,True
657,33695,True
657,38191,True
658,15747,True
658,17899,True
658,36213,True
659,19562,True
659,35286,True
660,19169,True
660,32876,True
661,11000,True
667,4734,True
668,29728,True
670,23098,True
670,25424,True
670,30728,True
670,32780,True
670,33795,True
672,13431,True
672,32571,True
673,37921,True
674,15855,True
674,19390,True
675,34963,True
676,12093,True
676,15259,True
676,21214,True
677,38234,True
679,4098,True
679,21694,True
679,36750,True
680,20988,True
680,21968,True
681,9331,True
681,26413,True
681,30890,True
682,1475,True
683,17765,True
686,23108,True
686,29365,True
687,15820,True
687,25231,True
687,37840,True
690,27650,True
690,39969,True
691,11299,True
691,21890,True
691,33673,True
691,40828,True
692,39256,True
694,19210,True
694,19611,True
694,30564,True
694,35131,True
695,5876,True
695,21423,True
696,42398,True
697,14854,True
697,33128,True
698,5613,True
698,14316,True
698,19535,True
698,32527,True
698,35063,True
699,2105,True
699,32928,True
699,39489,True
699,41768,True
701,3128,True
701,37028,True
703,11668,True
703,13948,True
703,39225,True
705,6545,True
705,16562,True
705,17785,True
705,18502,True
705,21048,True
705,32893,True
706,14251,True
706,23287,True
706,36094,True
708,38993,True
708,41726,True
709,883,True
709,1726,True
709,34576,True
709,38877,True
709,43385,True
710,30167,True
710,33226,True
710,33592,True
711,19795,True
714,24721,True
714,34224,True
714,34514,True
715,4749,True
715,22315,True
715,26072,True
715,30742,True
715,31965,True
718,28102,True
718,38744,True
719,42967,True
721,24343,True
721,25939,True
721,29606,True
721,37362,True
721,37796,True
722,7096,True
722,23407,True
722,39919,True
725,1048,True
725,15181,True
726,5795,True
726,9441,True
726,27923,True
727,31421,True
727,38466,True
728,23488,True
728,38560,True
728,42355,True
730,24721,True
730,42914,True
731,20535,True
732,10933,True
734,18294,True
734,25714,True
734,36056,True
734,38000,True
735,33051,True
735,43403,True
737,20989,True
737,36128,True
738,18001,True
738,22915,True
738,25173,True
738,42007,True
739,17463,True
739,35908,True
739,37226,True
740,3048,True
740,16485,True
740,23028,True
740,26954,True
740,28601,True
740,34366,True
741,33167,True
743,4093,True
743,15269,True
745,17766,True
745,20262,True
748,38075,True
748,43426,True
750,16032,True
750,25305,True
751,3543,True
752,15003,True
753,22536,True
753,42447,True
755,18393,True
755,19391,True
755,20903,True
755,29577,True
755,33351,True
758,9991,True
759,19893,True
759,21244,True
759,33105,True
760,13832,True
760,22999,True
763,24958,True
763,29076,True
764,24327,True
764,43064,True
765,4188,True
765,23422,True
768,1590,True
769,6828,True
770,21613,True
770,33155,True
770,35627,True
772,16582,True
772,28878,True
773,2811,True
773,5764,True
773,37731,True
775,27468,True
775,40901,True
775,42657,True
776,23408,True
776,27594,True
776,28770,True
777,17963,True
777,26536,True
779,18451,True
779,27895,True
779,39626,True
779,41834,True
780,31894,True
780,37269,True
782,16963,True
782,18356,True
782,35387,True
782,35567,True
783,13762,True
783,29326,True
783,39374,True
784,10050,True
784,18569,True
784,35210,True
785,7969,True
785,13737,True
785,31802,True
787,14919,True
790,2666,True
791,636,True
791,23162,True
791,30778,True
791,42129,True
792,11969,True
792,28733,True
792,38649,True
792,39556,True
792,41116,True
792,42654,True
794,37543,True
795,26959,True
795,37161,True
796,15383,True
796,19055,True
796,24739,True
797,3451,True
797,6733,True
797,10209,True
797,19762,True
797,21792,True
797,31997,True
797,36832,True
797,41927,True
798,2050,True
798,7853,True
798,15142,True
798,34707,True
798,43227,True
799,7626,True
799,12183,True
799,36626,True
800,1305,True
800,29127,True
800,38669,True
800,38880,True
801,22866,True
801,42871,True
802,9352,True
802,15663,True
802,38880,True
802,41787,True
802,43128,True
803,13590,True
803,19927,True
804,152,True
804,25532,True
807,4562,True
808,6827,True
808,10728,True
808,36224,True
808,43527,True
809,693,True
809,11736,True
811,103,True
813,7730,True
813,9900,True
813,31255,True
813,31914,True
814,20114,True
815,13304,True
817,3617,True
817,16618,True
817,17708,True
817,41880,True
821,72,True
821,27872,True
821,28290,True
821,32221,True
821,41737,True
822,19009,True
823,4910,True
824,27020,True
824,36492,True
826,35999,True
826,39569,True
827,22040,True
827,25509,True
827,34239,True
828,9302,True
829,14851,True
829,20104,True
829,34803,True
829,42065,True
831,8503,True
831,20400,True
831,29010,True
832,4571,True
832,19081,True
832,22162,True
832,24655,True
834,2423,True
834,9103,True
834,22419,True
834,25743,True
834,37712,True
834,42169,True
836,10831,True
836,39448,True
837,31282,True
837,31449,True
837,39250,True
840,5932,True
841,39820,True
842,14334,True
842,33270,True
842,41261,True
844,42429,True
845,2123,True
845,26688,True
847,40249,True
848,26377,True
850,23026,True
850,25698,True
850,36501,True
851,16468,True
851,17872,True
851,19901,True
851,26332,True
851,31784,True
852,585,True
852,7126,True
852,39084,True
853,3009,True
853,6779,True
853,14957,True
853,15980,True
853,22916,True
853,23604,True
853,23606,True
854,14390,True
854,15947,True
855,21742,True
855,36438,True
857,23692,True
858,17790,True
860,20476,True
860,25128,True
861,3044,True
861,9860,True
861,13098,True
861,27068,True
861,29892,True
862,37921,True
863,31621,True
864,35982,True
865,16537,True
865,32323,True
865,38331,True
869,9067,True
869,22828,True
869,30857,True
869,31065,True
869,38810,True
869,41655,True
871,12307,True
871,14682,True
872,2101,True
872,3983,True
875,1117,True
875,6175,True
875,20302,True
877,6842,True
877,11666,True
877,13593,True
878,19969,True
878,35086,True
879,14189,True
879,26465,True
879,29700,True
879,38586,True
879,42574,True
880,7919,True
880,16900,True
880,31071,True
880,31655,True
880,40591,True
882,22805,True
882,32696,True
882,34599,True
883,4817,True
883,19148,True
885,32867,True
885,33083,True
886,25516,True
887,14879,True
887,24614,True
887,34335,True
887,35664,True
888,14758,True
888,41707,True
889,22397,True
889,24770,True
889,29091,True
889,43327,True
891,29263,True
891,33197,True
891,38579,True
892,34294,True
892,35516,True
893,12139,True
893,12688,True
893,37773,True
894,11016,True
897,9212,True
897,24920,True
897,26874,True
898,3139,True
898,18075,True
898,19506,True
898,28155,True
899,16804,True
900,817,True
900,15338,True
900,27484,True
900,27971,True
901,19707,True
901,35291,True
902,4884,True
902,31574,True
902,35102,True
903,24624,True
903,30506,True
906,34880,True
907,9995,True
909,37682,True
909,37776,True
913,6661,True
913,10937,True
913,31275,True
914,3352,True
914,5554,True
914,9054,True
914,14727,True
914,21368,True
916,22573,True
916,27862,True
916,33519,True
916,39365,True
917,13151,True
917,43197,True
918,12802,True
918,41128,True
918,41630,True
919,7421,True
919,10699,True
919,29971,True
919,30359,True
920,1484,True
920,6083,True
920,14268,True
920,19848,True
922,23208,True
922,35974,True
922,36713,True
923,14830,True
923,34395,True
923,37190,True
923,42751,True
924,15414,True
925,4140,True
925,20394,True
925,34059,True
926,27642,True
926,28067,True
926,39418,True
926,41272,True
927,11192,True
927,16364,True
927,18759,True
927,35998,True
928,28606,True
929,38208,True
931,31762,True
931,33980,True
932,9604,True
934,11481,True
934,19443,True
934,36189,True
935,2448,True
935,13462,True
935,19202,True
940,39856,True
942,12849,True
942,16737,True
943,8124,True
943,14793,True
943,20881,True
943,39438,True
944,4602,True
944,26649,True
944,27414,True
945,41343,True
946,15255,True
946,36210,True
948,39927,True
950,34781,True
951,9044,True
951,25199,True
951,41867,True
952,28234,True
952,31576,True
952,38311,True
955,28801,True
956,16883,True
956,28736,True
956,32034,True
956,36811,True
957,34281,True
958,29241,True
958,34624,True
959,970,True
959,5381,True
959,17802,True
959,35624,True
961,6954,True
961,12026,True
961,24508,True
962,25075,True
962,27290,True
962,37866,True
963,4069,True
963,35101,True
965,23468,True
965,41135,True
966,18328,True
966,18840,True
968,17869,True
968,29770,True
968,41064,True
969,15638,True
969,31449,True
970,11924,True
970,14394,True
970,14420,True
971,6355,True
971,14610,True
971,32497,True
973,25398,True
973,25855,True
973,41121,True
975,1830,True
976,19510,True
976,31153,True
977,12593,True
977,15073,True
977,24654,True
978,1045,True
978,5860,True
978,6428,True
978,20442,True
978,32720,True
980,13055,True
980,19639,True
980,42441,True
981,21910,True
981,28379,True
981,38323,True
981,42723,True
982,35699,True
983,39552,True
983,40041,True
986,8894,True
986,14540,True
986,32399,True
987,14454,True
987,22267,True
988,11549,True
989,23671,True
989,33277,True
990,18102,True
990,31870,True
991,2391,True
993,9703,True
993,14766,True
993,19376,True
995,5054,True
995,7238,True
995,23985,True
995,27807,True
995,34831,True
996,42881,True
999,29193,True
1000,9739,True
1000,10894,True
1000,13235,True
1000,16947,True
1001,11395,True
1001,15563,True
1001,18922,True
1001,39676,True
1001,41169,True
1002,7228,True
1002,29798,True
1003,1032,True
1004,26753,True
1004,31527,True
1004,34503,True
1005,25050,True
1005,26607,True
1006,25044,True
1006,34387,True
1008,5700,True
1008,19567,True
1009,16833,True
1010,25043,True
1011,3766,True
1011,25452,True
1011,38649,True
1011,43115,True
1012,42167,True
1013,6228,True
1013,12855,True
1013,42432,True
1014,16087,True
1014,31476,True
1015,5744,True
1015,13957,True
1015,22802,True
1015,27378,True
1015,40350,True
1016,10901,True
1016,24655,True
1016,32752,True
1016,33861,True
1016,35000,True
1017,8979,True
1017,9083,True
1018,6972,True
1019,7082,True
1019,9246,True
1019,15317,True
1019,20679,True
1019,33520,True
1020,20834,True
1021,11768,True
1021,14236,True
1021,27557,True
1021,42654,True
1022,22118,True
1022,42927,True
1023,12337,True
1024,29521,True
1024,30391,True
1024,43080,True
1025,12253,True
1025,34014,True
1027,5663,True
1027,8389,True
1027,14547,True
1028,8489,True
1030,18226,True
1030,19800,True
1030,24392,True
1030,39172,True
1030,40680,True
1031,26822,True
1032,24365,True
1032,39726,True
1035,23215,True
1035,23637,True
1035,35151,True
1035,40369,True
1038,871,True
1038,3302,True
1038,3812,True
1038,6373,True
1039,6121,True
1039,33977,True
1040,457,True
1040,17577,True
1040,18370,True
1040,25413,True
1041,1918,True
1041,6319,True
1041,8074,True
1041,9780,True
1042,10992,True
1042,15950,True
1044,22153,True
1045,18324,True
1045,30544,True
1045,43324,True
1048,24131,True
1048,28506,True
1048,37586,True
1048,40540,True
1048,41400,True
1049,14142,True
1049,38483,True
1049,42678,True
1050,3118,True
1050,5645,True
1052,4293,True
1052,23898,True
1052,43023,True
1053,13791,True
1053,13978,True
1054,39317,True
1055,1089,True
1055,3006,True
1055,22004,True
1055,38369,True
1061,10387,True
1061,16034,True
1062,22777,True
1064,18366,True
1064,32421,True
1064,42495,True
1066,27364,True
1066,29885,True
1067,17890,True
1067,22315,True
1067,23084,True
1067,28040,True
1068,7279,True
1068,21833,True
1068,36846,True
1069,16491,True
1074,292,True
1074,40902,True
1076,6932,True
1076,12891,True
1078,39403,True
1079,16270,True
1079,22053,True
1079,23067,True
1079,28047,True
1080,951,True
1080,3610,True
1080,9959,True
1080,11465,True
1080,19550,True
1080,24282,True
1080,42687,True
1081,4822,True
1082,12903,True
1082,41533,True
1085,5109,True
1086,35487,True
1087,27603,True
1087,32141,True
1087,37695,True
1088,4607,True
1088,10872,True
1089,1172,True
1089,8852,True
1090,25169,True
1090,43219,True
1091,21111,True
1091,34240,True
1091,37310,True
